bored,danger,dangerous,depress,destructive,dishonor,guilt,guilty,hunger,hungry,interest,lazy,lose,loss,phlegmatic,sadness,sleep,suicidal,tired,Cluster
0,0,0,0,0,0,0.364472,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0.277816,0,0,0,0,0,0,0,0,0,yes
0,0.225163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.343454,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.590348,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.459378,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.508371,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.713887,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.538069,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.299187,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.462492,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.6104,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.277706,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.353976,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.312474,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.30359,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.284198,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0.193898,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.192106,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678076,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358979,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220246,0,0,yes
0,0,0,0.125634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277305,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297357,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340736,0,0,yes
0,0,0,0,0,0,0,0,0,0,0.25967,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0.4148,0,0,0,0,0,0.397683,0,0,yes
0.328635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0.369103,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.43151,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.328503,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0.297044,0,0,0,0,0,0,0,0,0,yes
0.433526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357341,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.242587,0,0,0,0,0,0,0,yes
0.1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.186147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367861,0,0,yes
0.189851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.26678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.546564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.163299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.26678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.26678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.246591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.297275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.26678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.26678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.26909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.189658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.214385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.197416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.189592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.204578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.235675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.155565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.28135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.179468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.171976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.368793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.450982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.373712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.341918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.176813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.213172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.260303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.20105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.139438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.309082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.255153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.187406,0,0,0,0,0,0,0,yes
0.226069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.509088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.203295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202991,0,yes
0.606382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.172768,0,0,0,0,0,0,0,yes
0.189645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.507201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.287967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.413003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.517098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.297581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.176029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.182988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.323901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.197416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.311316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.509088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.358997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.438468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.335522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.246464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.166408,0,0,0,0,0,0,0,0,0,0,0.158081,0,0,0,0,0,0,0,yes
0.287967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.180389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.47708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.150053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.180345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.179584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.26538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.330071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.404554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.509088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.214832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.259915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.501232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.212592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.195762,0,0,0,0,0,0,0,yes
0.394201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.167874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.373712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.509088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.509088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.509088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.501232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.568869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.461936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.364508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.195093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.33378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0.175506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390366,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.227919,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.253526,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.179795,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.190221,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.137763,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.205123,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.137763,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.330231,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.13019,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.241518,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.192106,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.156625,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.188094,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.248123,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226593,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.243836,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.169706,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.190829,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.193106,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.330127,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.223641,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.193757,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.419278,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.211829,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.155437,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.155297,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.225755,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.150857,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0.255529,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.153493,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0.255529,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.442644,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0.269209,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.216044,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.443463,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.457162,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.266387,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.341876,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.265058,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.20451,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.183388,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.291487,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.252225,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.252225,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.184215,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.487309,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.252225,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.175221,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.457162,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.457162,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.457162,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.286229,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.192814,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.292485,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.360005,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.230298,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.152377,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.192814,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.457162,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.171824,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.221732,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.17978,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.192814,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.192814,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.192814,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.192814,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.241645,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.457162,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.245084,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.21246,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.457162,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.457162,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.155437,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.497141,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.515249,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.610966,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.417607,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.162581,0.290806,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.209339,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.169176,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.167854,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.547729,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452766,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.179969,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.135177,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.341876,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.741568,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.205415,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.206731,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.181232,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.2678,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.235676,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.206731,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0.226731,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294176,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294176,0,0,0,0,yes
0,0,0,0.221414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449519,0,yes
0,0,0,0.18796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211637,0,yes
0,0,0,0.207394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212863,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179014,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208163,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180148,0,yes
0,0,0,0.247491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335745,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237291,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174715,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327306,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271486,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181525,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190938,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247526,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235904,0,yes
0,0,0,0.247491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20301,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182095,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190938,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353916,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190938,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190938,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190938,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190938,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190938,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190938,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190938,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209049,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151383,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255707,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348872,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350596,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182836,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251923,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387127,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197628,0,yes
0,0,0,0.211779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207641,0,yes
0,0,0,0.185539,0,0,0,0,0.18507,0,0,0,0,0,0,0,0,0.181913,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190008,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159601,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230499,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450123,0,yes
0,0,0,0.408076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200051,0,yes
0,0,0,0.408076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200051,0,yes
0,0,0,0.447481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219368,0,yes
0,0,0,0.557867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273483,0,yes
0,0,0,0.321565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315282,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22458,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147397,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207013,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255707,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0.357634,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215991,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39955,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281567,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18146,0,yes
0,0,0,0.191831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257032,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356674,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234296,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359898,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224942,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293161,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286867,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268284,0,yes
0,0,0,0.171726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16837,0,yes
0,0,0,0.405888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188299,0,yes
0,0,0,0.444442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0.191831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190432,0,yes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188299,0,yes
